a,1
ab-ab,1
aba,1
abae,1
abaeong,1
abaga,1
abahong,1
abak-abak,1
abaka,1
abakada,1
abang,1
abangay,1
abaniko,1
abano,1
abanti,1
abat,1
abaw,1
abay,1
abenturar,1
abi,1
abi-abi,1
abil,1
abiriya,1
abiso,1
abnormal,1
abo,1
abogado,1
abokado,1
abong,1
abot,1
abrakadabra,1
abrasyete,1
abri,1
abridilata,1
abril,1
abrilata,1
absen,1
abtik,1
abunar,1
abunda,1
abuno,1
abusar,1
abuso,1
abyador,1
abyan,1
adelpa,1
adgaw,1
adhektibo,1
adlaw,1
adlos,1
administrasyon,1
adngan,1
adobo,1
adoy,1
adto,1
adtunan,1
adudueay,1
adventista,1
adwing,1
adyi,1
adyos,1
aeaay,1
aeabihig,1
aeak,1
aeam,1
aeam-aeam,1
aean,1
aeang-aeang,1
aeangay,1
aeanghilan,1
aeangon,1
aeap,1
aeap-ap,1
aeap-apon,1
aeas,1
aeat,1
aeaw-aeaw,1
aeayagan,1
aeogbati,1
aeokait,1
aeom,1
aeopisan,1
aeosiman,1
aeugsok,1
aeundog,1
aeupi,1
ag,1
aga,1
agaeon,1
agagangis,1
agak,1
agam-agam,1
agap,1
agaray,1
agas-agas,1
agasili,1
agaw,1
agay,1
agbago,1
agbaliw,1
agbalugo,1
agbanawan,1
agbanuod,1
agbay,1
agbon,1
agboy,1
agbukad,1
agda,1
agdugayan,1
ageangbon,1
aghas,1
agi,1
agihis,1
agila,1
agindan,1
agis-is,1
agiw,1
agkawilan,1
aglipay,1
agmailig,1
agod,1
agoe,1
agom,1
agosto,1
agotiot,1
agoy,1
agrabyo,1
agsa,1
agta,1
agto,1
agtohangin,1
agubay,1
aguguling,1
agugutay,1
aguho,1
agunta,1
agup-up,1
agutay,1
agutaya,1
agwa,1
agwador,1
agwahi,1
agwanta,1
agwantid,1
agwason,1
ah,1
aha,1
ahas,1
ahat,1
ahog,1
ak-ak,1
akab,1
akad,1
akae-akae,1
akasya,1
akean,1
akeanon,1
akid,1
akig,1
akin,1
ako,1
akon,1
akop,1
aksento,1
aksidenti,1
aktor,1
aktris,1
ala,1
alaga,1
alagwa,1
alahas,1
alambre,1
alaminos,1
alamusa,1
alas,1
alas-as,1
alawans,1
albasan,1
albor,1
album,1
alegria,1
alemanya,1
alerdyik,1
algo,1
algudon,1
alibag,1
alibagon,1
alibakos,1
alibangbang,1
alibutbut,1
alibutod,1
alibutra,1
aligutgut,1
alihid,1
alikumo,1
alila,1
alima,1
alimango,1
alimatok,1
alimbo,1
alimbong,1
alimbukad,1
alimbuyog,1
alimpupudwan,1
alimukon,1
alin,1
alinton,1
alipaeok,1
alipaksi,1
alipano,1
alipante,1
alipata,1
alipotan,1
alipuan,1
alipudwan,1
alipueos,1
alipungot,1
alipungto,1
alipusta,1
aliputos,1
alisbong,1
alisi,1
alisiwsiw,1
aliso,1
alisoso,1
alisto,1
alitaptap,1
alkalde,1
alkampor,1
alkansi,1
alkansiya,1
alkimiya,1
alkitran,1
alkuhol,1
alkuholira,1
almanaki,1
almasin,1
almiris,1
alpargata,1
alpot,1
alpunsino,1
alsa,1
altar,1
altavas,1
aluminyon,1
alvar,1
ama,1
ama-ama,1
amaeadyang,1
amaeanhig,1
amag,1
amak,1
amakan,1
amamaeo,1
amamakoe,1
amamangi,1
aman,1
amanggueang,1
amarguso,1
amarilyo,1
amat,1
amba,1
ambag,1
ambasador,1
ambi,1
ambisyon,1
ambit,1
ambon,1
ambong,1
ambos,1
ambot,1
ambueong,1
ambulansya,1
amen,1
amerika,1
ami,1
amigo,1
amihan,1
amin,1
aminudo,1
amiroe,1
amis,1
amlig,1
amo,1
amod,1
amon,1
amor,1
amorado,1
amosikos,1
amot,1
ampara,1
ampaw,1
ampayr,1
ampo,1
ampon,1
amueanbuean,1
